Location_Name,Location_Type,Blk_No,Address,Postal_Code,Full Address,Long,Lat,floor_area_sqm,remaining_lease,Price,Link,Lease_Used,Num_Bed,Num_Toilet
Ghim Moh Link,HDB 2 Room,26,Ghim Moh Link,,26 Ghim Moh Link,,,46,89,448000,https://www.99.co/singapore/sale/property/26-ghim-moh-link-hdb-Z3sh5ShkBtkhCgTXmfLVmf,10.0,1Bed,1.0
Sa,HDB 4 Room,18,Sa,,18 Sa,,,90,60,660000,https://www.99.co/singapore/sale/property/18-saint-georges-road-hdb-L97RjCYW3EuGEriEqZoHtL,39.0,3,2.0
Old Airport,HDB 3 Room,99,Old Airport Road,,99 Old Airport Road,,,56,45,340000,https://www.99.co/singapore/sale/property/99-old-airport-road-hdb-MnA2SvkQZHTVYBRb4TDq9i,54.0,2,1.0
Teck Whye Lane,HDB 3 Room,19,Teck Whye Lane,,19 Teck Whye Lane,,,67,57,388000,https://www.99.co/singapore/sale/property/19-teck-whye-lane-hdb-ZSsC5W9dAhTPWiAnLuAxKf,42.0,2,2.0
Bukit Batok,HDB 5 Room,329,Bukit Batok Street 33,,329 Bukit Batok Street 33,,,121,62,600000,https://www.99.co/singapore/sale/property/329-bukit-batok-street-33-hdb-LN6jNzCC8ZzqMkorR5tApD,37.0,3,2.0
Yuan Ching,HDB 5 Room,138A,Yuan Ching,,138A Yuan Ch,,,104,90,780000,https://www.99.co/singapore/sale/property/138a-yuan-ching-road-hdb-Ar8mQUVg3eovnNBX5Xwmyb,9.0,3,3.0
Aljunied,HDB 5 Room,126,Aljunied Road,,126 Aljunied Road,,,120,59,750000,https://www.99.co/singapore/sale/property/126-aljunied-road-hdb-gfTKcNwmyAAuox9f3eZWx4,40.0,3,2.0
Holland,HDB 3 Room,13,Holland Drive,,13 Holland Drive,,,64,51,455000,https://www.99.co/singapore/sale/property/13-holland-drive-hdb-2mgzFEyeDbVSaGtaKT5yuc,48.0,2,1.0
Edgedale,HDB 4 Room,662A,Edgedale Plains,,662A Edgedale Plains,,,91,93,600000,https://www.99.co/singapore/sale/property/662a-edgedale-plains-hdb-bgcte2mPjVEYTWLs85oEh5,6.0,3,2.0
Bukit Batok,HDB Executive,524,Bukit Batok Street 52,,524 Bukit Batok Street 52,,,146,63,818888,https://www.99.co/singapore/sale/property/524-bukit-batok-street-52-hdb-CGaKiy84AY33NcHBuJTwzP,36.0,3,3.0
Lorong 4 Toa Payoh,HDB 5 Room,62,Lorong 4 Toa Payoh,,62 Lorong 4 Toa Payoh,,,120,75,1020000,https://www.99.co/singapore/sale/property/62-lorong-4-toa-payoh-hdb-E5KhjUormfkwrbbYiTsU9h,24.0,4,3.0
Clementi,HDB 4 Room,312C,Clementi Avenue 4,,312C Clementi Avenue 4,,,92,93,1000000,https://www.99.co/singapore/sale/property/312c-clementi-avenue-4-hdb-noxdxfrMpLv79Z8j2r8DDb,6.0,3,2.0
Ghim Moh Link,HDB 4 Room,31,Ghim Moh Link,,31 Ghim Moh Link,,,92,93,1050000,https://www.99.co/singapore/sale/property/31-ghim-moh-link-hdb-oMarqazvpQUpQtXAw4cErh,6.0,3,2.0
Jurong West,HDB 5 Room,676B,Jurong West Street 64,,676B Jurong West Street 64,,,109,84,603000,https://www.99.co/singapore/sale/property/676b-jurong-west-street-64-hdb-geagwKquoQcp2eT8XNTH35,15.0,3,2.0
Choa Chu Kang Central,HDB 4 Room,215,Choa Chu Kang Central,,215 Choa Chu Kang Central,,,103,66,580000,https://www.99.co/singapore/sale/property/215-choa-chu-kang-central-hdb-cxzp5qh2fmLkMSgkaE55cP,33.0,3,2.0
Fajar,HDB 5 Room,443B,Fajar Road,,443B Fajar Road,,,112,92,610000,https://www.99.co/singapore/sale/property/443b-fajar-road-hdb-AdRcGFa57H23WZxeVpjGMS,7.0,4,2.0
Fajar,HDB 5 Room,443B,Fajar Road,,443B Fajar Road,,,112,92,610000,https://www.99.co/singapore/sale/property/443b-fajar-road-hdb-kYFt2dfE7QDHCZiXXZoU7W,7.0,4,2.0
Mar,HDB 5 Room,2,Mar,,2 Mar,,,119,51,825000,https://www.99.co/singapore/sale/property/2-marine-terrace-hdb-CXNehnkYfcgVbRnA5ZarM3,48.0,4,2.0
Yishun,HDB 5 Room,513C,Yishun Street 51,,513C Yishun Street 51,,,112,94,720000,https://www.99.co/singapore/sale/property/513c-yishun-street-51-hdb-6q6QCH9qvVg8EiKftgBBwt,5.0,3,2.0
Yishun,HDB Executive,344,Yishun Avenue 11,,344 Yishun Avenue 11,,,144,64,888888,https://www.99.co/singapore/sale/property/344-yishun-avenue-11-hdb-mEUF8gTYBiYT3ye39rf5my,35.0,4,3.0
Sumang Lane,HDB 4 Room,220C,Sumang Lane,,220C Sumang Lane,,,92,94,598000,https://www.99.co/singapore/sale/property/220c-sumang-lane-hdb-2uUw8p2bYZwWupS56y6RzD,5.0,3,2.0
Punggol Place,HDB 3 Room,273C,Punggol Place,,273C Punggol Place,,,92,89,730000,https://www.99.co/singapore/sale/property/273c-punggol-place-hdb-9fXrT5knDCGNutdrt4i5Bu,10.0,3,2.0
Woodlands,HDB 5 Room,709,Woodlands Drive 70,,709 Woodlands Drive 70,,,118,72,595000,https://www.99.co/singapore/sale/property/709-woodlands-drive-70-hdb-AyBvvvQZQJmsVFvZ5bV6a5,27.0,4,2.0
Ang Mo Kio,HDB 4 Room,350,Ang Mo Kio Street 32,,350 Ang Mo Kio Street 32,,,94,77,800000,https://www.99.co/singapore/sale/property/350-ang-mo-kio-street-32-hdb-6JFGPSXDexnwXmyvfUzDzD,22.0,3,2.0
Ang Mo Kio,HDB 5 Room,350,Ang Mo Kio Street 32,,350 Ang Mo Kio Street 32,,,109,77,850000,https://www.99.co/singapore/sale/property/350-ang-mo-kio-street-32-hdb-WxHd39SbydLwA3rC8f2n5m,22.0,3,2.0
Tampines,HDB 5 Room,485B,Tampines,,485B Tamp,,,120,65,595000,https://www.99.co/singapore/sale/property/485b-tampines-avenue-9-hdb-PUU5fZUXkZu9fj9kVM8rRU,34.0,3,2.0
Toa Payoh Central,HDB 4 Room,79B,Toa Payoh Central,,79B Toa Payoh Central,,,91,85,888000,https://www.99.co/singapore/sale/property/79b-toa-payoh-central-hdb-ksZmYFdNpZSQLqPpjzY6V9,14.0,3,2.0
Rivervale Crescent,HDB 4 Room,156,Rivervale Crescent,,156 Rivervale Crescent,,,90,81,560000,https://www.99.co/singapore/sale/property/156-rivervale-crescent-hdb-ZfYharjUsqfsDiVq4GteB7,18.0,3,2.0
Woodlands,HDB 5 Room,690D,Woodlands Drive 75,,690D Woodlands Drive 75,,,109,80,575000,https://www.99.co/singapore/sale/property/690d-woodlands-drive-75-hdb-g3XBQBMcZabnzASy3ZXT37,19.0,3,2.0
Hougang,HDB 4 Room,570,Hougang Street 51,,570 Hougang Street 51,,,99,73,530000,https://www.99.co/singapore/sale/property/570-hougang-street-51-hdb-eSb3ud6q5aAucPtPruXho4,26.0,3,2.0
Bukit Batok West,HDB 5 Room,110,Bukit Batok West Avenue 6,,110 Bukit Batok West Avenue 6,,,132,61,748000,https://www.99.co/singapore/sale/property/110-bukit-batok-west-avenue-6-hdb-RG5UzkyNPjMTXLn4njaJLX,38.0,3,2.0
Pasir Ris,HDB 5 Room,482,Pasir Ris Drive 4,,482 Pasir Ris Drive 4,,,120,65,650000,https://www.99.co/singapore/sale/property/482-pasir-ris-drive-4-hdb-cTm2QJupxR4Pn6LcArvePa,34.0,3,2.0
Punggol East,HDB 5 Room,658B,Punggol East,,658B Punggol East,,,112,94,750000,https://www.99.co/singapore/sale/property/658b-punggol-east-hdb-XeqqJPz3i3u2GSG8ksi6Nf,5.0,3,2.0
Hougang,HDB Executive,639,Hougang Avenue 8,,639 Hougang Avenue 8,,,147,63,880000,https://www.99.co/singapore/sale/property/639-hougang-avenue-8-hdb-Lks2n7m2tWa7H8H6yDM5WU,36.0,4,3.0
Tampines,HDB 5 Room,727,Tampines,,727 Tamp,,,119,73,780000,https://www.99.co/singapore/sale/property/727-tampines-street-71-hdb-6Y5RXFkBRHkx9AHdW2xZSd,26.0,3,2.0
Simei,HDB 5 Room,117,Simei Street 1,,117 Simei Street 1,,,121,64,650000,https://www.99.co/singapore/sale/property/117-simei-street-1-hdb-GxfeVHUzt9HSM6vRVVFj8X,35.0,3,2.0
Woodlands,HDB 5 Room,690F,Woodlands Drive 75,,690F Woodlands Drive 75,,,109,80,585000,https://www.99.co/singapore/sale/property/690f-woodlands-drive-75-hdb-6ZHSaBpvzm4q2SQhi66f8K,19.0,3,2.0
Fernvale Link,HDB 5 Room,413A,Fernvale Link,,413A Fernvale Link,,,109,80,660000,https://www.99.co/singapore/sale/property/413a-fernvale-link-hdb-6RnDtjApP8QYGHp6miz5dB,19.0,3,2.0
Yishun,HDB Executive,614,Yishun Street 61,,614 Yishun Street 61,,,145,63,850000,https://www.99.co/singapore/sale/property/614-yishun-street-61-hdb-336sCDN8tbQgqH3jB5byxh,36.0,4,3.0
Pasir Ris,HDB Executive,647,Pasir Ris Drive 10,,647 Pasir Ris Drive 10,,,145,71,880000,https://www.99.co/singapore/sale/property/647-pasir-ris-drive-10-hdb-CpuxEZmTk3WcBgQHD9qXFU,28.0,4,2.0
Ang Mo Kio,HDB Executive,631,Ang Mo Kio Avenue 4,,631 Ang Mo Kio Avenue 4,,,133,61,860000,https://www.99.co/singapore/sale/property/631-ang-mo-kio-avenue-4-hdb-BaQHSoMFN2urV98n9M3nGV,38.0,5,4.0
Circuit,HDB 2 Room,39,Circuit Road,,39 Circuit Road,,,46,47,265000,https://www.99.co/singapore/sale/property/39-circuit-road-hdb-b3KyaPzQqZwtkjtzqn44Ly,52.0,1Bed,2.0
Sembawang Close,HDB 4 Room,330,Sembawang Close,,330 Sembawang Close,,,119,75,650000,https://www.99.co/singapore/sale/property/330-sembawang-close-hdb-5nfTtbEo5qj3Kth5SXfo6M,24.0,4,2.0
Woodlands,HDB 4 Bed,331,Woodlands Avenue 1,,331 Woodlands Avenue 1,,,191,70,1000000,https://www.99.co/singapore/sale/property/331-woodlands-avenue-1-hdb-jKf8Nd5oifRkeiHwLBt6qc,29.0,4,3.0
Lengkong Tiga,HDB 4 Room,113,Lengkong Tiga,,113 Lengkong Tiga,,,107,65,728000,https://www.99.co/singapore/sale/property/113-lengkong-tiga-hdb-H93qqMBePNRWWdwDoWXRT7,34.0,3,2.0
Woodlands,HDB Executive,359,Woodlands Avenue 5,,359 Woodlands Avenue 5,,,150,72,888888,https://www.99.co/singapore/sale/property/359-woodlands-avenue-5-hdb-5DF5ErcpER2uDJTobvuPKk,27.0,4,3.0
Tampines,HDB Executive,124,Tampines,,124 Tamp,,,147,62,888000,https://www.99.co/singapore/sale/property/124-tampines-street-11-hdb-ZVtnFpvB9C2YDmoSDwU3nc,37.0,3,3.0
Compassvale Lane,HDB 4 Room,211D,Compassvale Lane,,211D Compassvale Lane,,,92,89,600000,https://www.99.co/singapore/sale/property/211d-compassvale-lane-hdb-HpaMa9FQ7ZoCnK6QLe2zYy,10.0,3,2.0
Compassvale Link,HDB 4 Room,275C,Compassvale Link,,275C Compassvale Link,,,90,85,670000,https://www.99.co/singapore/sale/property/275c-compassvale-link-hdb-6JFsEeXkwwC3KkmKVjx8DX,14.0,3,2.0
Joo Seng,HDB 2 Room,9,Joo Seng Road,,9 Joo Seng Road,,,68,93,580000,https://www.99.co/singapore/sale/property/9-joo-seng-road-hdb-AucyrHsu3qaRgdFvX25dxj,6.0,2,2.0
Punggol Walk,HDB 4 Room,310B,Punggol Walk,,310B Punggol Walk,,,91,92,678888,https://www.99.co/singapore/sale/property/310b-punggol-walk-hdb-bPP8Be7g8bfPeSUWcfPnyW,7.0,3,2.0
Punggol Field,HDB 5 Room,259C,Punggol Field,,259C Punggol Field,,,112,92,729000,https://www.99.co/singapore/sale/property/259c-punggol-field-hdb-7uC9wwcRp8qmteJueoUJdw,7.0,3,2.0
Bedok North,HDB 3 Room,401,Bedok North Avenue 3,,401 Bedok North Avenue 3,,,66,55,360000,https://www.99.co/singapore/sale/property/401-bedok-north-avenue-3-hdb-o7eAuv9mDWtkc3E8wLyFcJ,44.0,2,2.0
Hougang,HDB 5 Room,504,Hougang Avenue 8,,504 Hougang Avenue 8,,,120,63,600000,https://www.99.co/singapore/sale/property/504-hougang-avenue-8-hdb-B4mB9Ng6o2B4QKmtKoSADu,36.0,3,2.0
Bedok Reservoir,HDB Executive,636,Bedok Reservoir Road,,636 Bedok Reservoir Road,,,145,69,1199988,https://www.99.co/singapore/sale/property/636-bedok-reservoir-road-hdb-EQy6RRpY4UeDkidRfFHguK,30.0,4,2.0
Edgedale,HDB 4 Room,684D,Edgedale Plains,,684D Edgedale Plains,,,92,94,619888,https://www.99.co/singapore/sale/property/684d-edgedale-plains-hdb-Dz2YnHQVfk7399CoqXamQv,5.0,3,2.0
Sumang Lane,HDB 3 Bed,231A,Sumang Lane,,231A Sumang Lane,,,92,94,618888,https://www.99.co/singapore/sale/property/231a-sumang-lane-hdb-42iiccAW4QDpeJkv9ZnXTJ,5.0,3,2.0
Bukit Batok East,HDB 3 Room,237,Bukit Batok East Avenue 5,,237 Bukit Batok East Avenue 5,,,72,61,388000,https://www.99.co/singapore/sale/property/237-bukit-batok-east-avenue-5-hdb-DugAVJJVjFzpKijSMvTmbN,38.0,2,2.0
Ang Mo Kio,HDB 3 Room,603,Ang Mo Kio Avenue 5,,603 Ang Mo Kio Avenue 5,,,66,56,380000,https://www.99.co/singapore/sale/property/603-ang-mo-kio-avenue-5-hdb-DpNednkdDMAdw4mN64Eo5J,43.0,2,2.0
Lorong 2 Toa Payoh,HDB 4 Room,122,Lorong 2 Toa Payoh,,122 Lorong 2 Toa Payoh,,,100,75,838000,https://www.99.co/singapore/sale/property/122-lorong-2-toa-payoh-hdb-TaadnSHzvZ5goqpijJD6og,24.0,3,2.0
Pasir Ris,HDB Executive,448,Pasir Ris Drive 6,,448 Pasir Ris Drive 6,,,145,65,950000,https://www.99.co/singapore/sale/property/448-pasir-ris-drive-6-hdb-hUZvRU4RLnBsg357ciUykh,34.0,4,3.0
Hougang,HDB Executive,578,Hougang Avenue 4,,578 Hougang Avenue 4,,,140,73,1158888,https://www.99.co/singapore/sale/property/578-hougang-avenue-4-hdb-fvKZaRwwbWB5nWyXLkhbHi,26.0,4,3.0
Punggol,HDB 4 Room,678A,Punggol Drive,,678A Punggol Drive,,,92,92,650000,https://www.99.co/singapore/sale/property/678a-punggol-drive-hdb-RbqksevaFPHthYTZNxkELS,7.0,3,2.0
Compassvale Lane,HDB 4 Room,211B,Compassvale Lane,,211B Compassvale Lane,,,94,89,620000,https://www.99.co/singapore/sale/property/211b-compassvale-lane-hdb-Cj78eHrbdprtLVKCREC5XS,10.0,3,3.0
Senja,HDB 5 Room,604,Senja Road,,604 Senja Road,,,119,75,809000,https://www.99.co/singapore/sale/property/604-senja-road-hdb-MtKbyvruGcg9gZYJwy3F8F,24.0,3,2.0
Jurong West,HDB 5 Room,650A,Jurong West Street 61,,650A Jurong West Street 61,,,109,76,620000,https://www.99.co/singapore/sale/property/650a-jurong-west-street-61-hdb-UyFJzxGhGLBPs8y6RScb3Y,23.0,3,2.0
Tampines,HDB 4 Room,859,Tampines,,859 Tamp,,,103,64,630000,https://www.99.co/singapore/sale/property/859-tampines-avenue-5-hdb-EhM2huVmRnZGuK5vhMNCbE,35.0,3,2.0
Ang Mo Kio,HDB 4 Room,426,Ang Mo Kio Avenue 3,,426 Ang Mo Kio Avenue 3,,,91,54,500000,https://www.99.co/singapore/sale/property/426-ang-mo-kio-avenue-3-hdb-7zbvCnL6rJAAYAAXHwnz5t,45.0,3,2.0
Bedok North,HDB 4 Room,540,Bedok North Street 3,,540 Bedok North Street 3,,,92,56,515000,https://www.99.co/singapore/sale/property/540-bedok-north-street-3-hdb-FHj6HzJpxiWDALYP2X4xgk,43.0,3,2.0
Edgefield,HDB 4 Room,114,Edgefield Plains,,114 Edgefield Plains,,,130,79,750000,https://www.99.co/singapore/sale/property/114-edgefield-plains-hdb-naoir3hTgrmMnbFw6FNr5X,20.0,4,2.0
Ang Mo Kio,HDB 3 Room,182,Ang Mo Kio Avenue 5,,182 Ang Mo Kio Avenue 5,,,68,57,390000,https://www.99.co/singapore/sale/property/182-ang-mo-kio-avenue-5-hdb-ac5VsmN97gF9YyqQ2BP7Wc,42.0,2,2.0
Keat Hong Close,HDB 3 Room,805C,Keat Hong Close,,805C Keat Hong Close,,,10,93,610000,https://www.99.co/singapore/sale/property/805c-keat-hong-close-hdb-bBdJWBe6K4V86pv4B4X4S6,6.0,3,2.0
Admiralty,HDB 5 Room,359,Admiralty Drive,,359 Admiralty Drive,,,111,77,595000,https://www.99.co/singapore/sale/property/359-admiralty-drive-hdb-B9Yp7CjDUTaNRAyj768JKX,22.0,4,2.0
Yishun,HDB 3 Room,629,Yishun Street 61,,629 Yishun Street 61,,,73,64,438000,https://www.99.co/singapore/sale/property/629-yishun-street-61-hdb-bxZmNia674nttBC3kVazZq,35.0,2,2.0
Canberra,HDB 3 Room,104A,Canberra Street,,104A Canberra Street,,,67,94,458000,https://www.99.co/singapore/sale/property/104a-canberra-street-hdb-QwfHcHM9QMPGAHo72xnMbb,5.0,2,2.0
Hougang,HDB 4 Room,252,Hougang Avenue 3,,252 Hougang Avenue 3,,,92,61,499500,https://www.99.co/singapore/sale/property/252-hougang-avenue-3-hdb-9sw6WQe9B2GTNC6FmMVrsu,38.0,3,2.0
Bendemeer,HDB 3 Room,47,Bendemeer Road,,47 Bendemeer Road,,,73,50,420000,https://www.99.co/singapore/sale/property/47-bendemeer-road-hdb-bmFTzkbXeL6jNtNGogKnvH,49.0,3,1.0
Bishan,HDB 5 Room,102,Bishan Street 12,,102 Bishan Street 12,,,120,63,988888,https://www.99.co/singapore/sale/property/102-bishan-street-12-hdb-ERL9mnYaqsxLtMnmvYfQo7,36.0,3,2.0
Mar,HDB 4 Room,19,Mar,,19 Mar,,,87,51,530000,https://www.99.co/singapore/sale/property/19-marine-terrace-hdb-dYgv8Ya5fVZE7eerrD6NVo,48.0,3,2.0
Bukit Batok West,HDB 4 Room,461A,Bukit Batok West Avenue 8,,461A Bukit Batok West Avenue 8,,,92,95,660000,https://www.99.co/singapore/sale/property/461a-bukit-batok-west-avenue-8-hdb-CGAdBAPH7XdzxCf7U5vBG5,4.0,3,2.0
Jurong West,HDB 5 Room,664B,Jurong West Street 64,,664B Jurong West Street 64,,,109,76,718000,https://www.99.co/singapore/sale/property/664b-jurong-west-street-64-hdb-eLJC5nDAYPtJFWKEWqMZaq,23.0,3,2.0
Bukit Batok West,HDB 4 Bed,461A,Bukit Batok West Avenue 8,,461A Bukit Batok West Avenue 8,,,120,95,850000,https://www.99.co/singapore/sale/property/461a-bukit-batok-west-avenue-8-hdb-cvjbnfk5Nxw4Pyqo69jm5L,4.0,4,3.0
Anchorvale Link,HDB 4 Room,333D,Anchorvale Link,,333D Anchorvale Link,,,91,91,588000,https://www.99.co/singapore/sale/property/333d-anchorvale-link-hdb-DiY4LMdt8Wz9ATDU6Fvuxk,8.0,3,2.0
Lorong 5 Toa Payoh,HDB 5 Room,48,Lorong 5 Toa Payoh,,48 Lorong 5 Toa Payoh,,,125,69,890000,https://www.99.co/singapore/sale/property/48-lorong-5-toa-payoh-hdb-c56dVAapqTP5mSWHgf6PJf,30.0,4,2.0
Hougang,HDB Executive,638,Hougang Avenue 8,,638 Hougang Avenue 8,,,153,63,900000,https://www.99.co/singapore/sale/property/638-hougang-avenue-8-hdb-D25T7EpEf6zL9TZRkvFTCF,36.0,4,3.0
Lorong 1A Toa Payoh,HDB 5 Room,138C,Lorong 1A Toa Payoh,,138C Lorong 1A Toa Payoh,,,109,88,1100000,https://www.99.co/singapore/sale/property/138c-lorong-1a-toa-payoh-hdb-DQVXS5yd46b3gccqyiEsh9,11.0,3,2.0
Yishun,HDB 3 Room,782,Yishun Road,,782 Yishun Road,,,70,64,418888,https://www.99.co/singapore/sale/property/782-yishun-ring-road-hdb-ax3zZxFtDrriYsgNkXVhoW,35.0,2,2.0
Hougang,HDB 2 Bed,6,Hougang Avenue 3,,6 Hougang Avenue 3,,,66,51,350000,https://www.99.co/singapore/sale/property/6-hougang-avenue-3-hdb-dcwSqhQvid87mZbXhosB5n,48.0,2,1.0
Bukit Batok West,HDB 4 Room,452A,Bukit Batok West Avenue 6,,452A Bukit Batok West Avenue 6,,,92,95,650000,https://www.99.co/singapore/sale/property/452a-bukit-batok-west-avenue-6-hdb-Siu7p7mnnC6EiA367bp5jP,4.0,3,2.0
Admiralty Link,HDB 5 Room,484,Admiralty Link,,484 Admiralty Link,,,109,79,508000,https://www.99.co/singapore/sale/property/484-admiralty-link-hdb-XreNjQeGUmbasHhAcFWYwY,20.0,3,2.0
Pasir Ris,HDB 5 Room,771,Pasir Ris Street 71,,771 Pasir Ris Street 71,,,129,72,709000,https://www.99.co/singapore/sale/property/771-pasir-ris-street-71-hdb-fy73eDhVLb7v4G5Vbtdr3k,27.0,4,2.0
Ghim Moh,HDB 4 Room,15,Ghim Moh Road,,15 Ghim Moh Road,,,83,53,555555,https://www.99.co/singapore/sale/property/15-ghim-moh-road-hdb-BNvRqPw6aiZgCM7nFUBDjE,46.0,3,2.0
Fernvale,HDB 4 Room,472A,Fernvale Street,,472A Fernvale Street,,,92,92,558000,https://www.99.co/singapore/sale/property/472a-fernvale-street-hdb-d6qaconimCYYxmruzCrZ8Q,7.0,3,2.0
Compassvale Lane,HDB 5 Room,206B,Compassvale Lane,,206B Compassvale Lane,,,121,75,640000,https://www.99.co/singapore/sale/property/206b-compassvale-lane-hdb-XqP5mTdv6miYKcFgmkaejn,24.0,3,2.0
Pasir Ris,HDB Executive,245,Pasir Ris Street 21,,245 Pasir Ris Street 21,,,147,69,820000,https://www.99.co/singapore/sale/property/245-pasir-ris-street-21-hdb-7FjwjzW9XLancX9q4b8fDR,30.0,4,2.0
Bishan,HDB 5 Room,290,Bishan Street 24,,290 Bishan Street 24,,,123,74,1080000,https://www.99.co/singapore/sale/property/290-bishan-street-24-hdb-5xJ2HYgPy5a39iDijtCcuF,25.0,4,2.0
Bedok Reservoir,HDB 3 Room,620,Bedok Reservoir Road,,620 Bedok Reservoir Road,,,60,62,400000,https://www.99.co/singapore/sale/property/620-bedok-reservoir-road-hdb-7MiYbqyLzKZTd58x49DPSb,37.0,2,2.0
Teck Whye Lane,HDB Executive,109,Teck Whye Lane,,109 Teck Whye Lane,,,145,65,810000,https://www.99.co/singapore/sale/property/109-teck-whye-lane-hdb-E4fzHDrPCb3KSiUB4pMBnQ,34.0,4,3.0
Pasir Ris,HDB 4 Room,461,Pasir Ris Drive 4,,461 Pasir Ris Drive 4,,,103,68,549000,https://www.99.co/singapore/sale/property/461-pasir-ris-drive-4-hdb-WxZkQUvFcH593SeuH3q6vc,31.0,3,2.0
Havelock,HDB 5 Room,94,Havelock Road,,94 Havelock Road,,,117,59,998000,https://www.99.co/singapore/sale/property/94-havelock-road-hdb-T3CbtnXC9T6kXziTKntxPH,40.0,3,2.0
Corporation,HDB 2 Room,150A,Corporation Drive,,150A Corporation Drive,,,46,94,330000,https://www.99.co/singapore/sale/property/150a-corporation-drive-hdb-DHU4bVzKJ4Eke5jVxZVrRT,5.0,1Bed,1.0
Bukit Batok West,HDB 5 Room,453A,Bukit Batok West Avenue 6,,453A Bukit Batok West Avenue 6,,,114,95,735000,https://www.99.co/singapore/sale/property/453a-bukit-batok-west-avenue-6-hdb-KL5U6EdSazY87jsQD439FE,4.0,3,2.0
Anchorvale Link,HDB 4 Room,304B,Anchorvale Link,,304B Anchorvale Link,,,90,77,515000,https://www.99.co/singapore/sale/property/304b-anchorvale-link-hdb-9JDGekzJ5rY9RKV3ERb7w3,22.0,3,2.0
Dawson,HDB 4 Room,87,Dawson Road,,87 Dawson Road,,,86,92,1100000,https://www.99.co/singapore/sale/property/87-dawson-road-hdb-Eftche6kCg9ipsiubT5Tpg,7.0,3,2.0
Ghim Moh,HDB 3 Room,19,Ghim Moh Road,,19 Ghim Moh Road,,,65,53,438000,https://www.99.co/singapore/sale/property/19-ghim-moh-road-hdb-gyKVrgeUCiU8r2u5MSBJA7,46.0,2,2.0
Wellington,HDB 4 Room,510A,Wellington,,510A Well,,,90,80,528000,https://www.99.co/singapore/sale/property/510a-wellington-circle-hdb-RS2gWYmZHNz5gZkYjroXpa,19.0,3,2.0
Bedok North,HDB 5 Room,414,Bedok North Avenue 2,,414 Bedok North Avenue 2,,,118,54,670000,https://www.99.co/singapore/sale/property/414-bedok-north-avenue-2-hdb-dvkVGRZM6EY8hCXyT9hYsR,45.0,3,2.0
Circuit,HDB 4 Room,17A,Circuit Road,,17A Circuit Road,,,92,92,799000,https://www.99.co/singapore/sale/property/17a-circuit-road-hdb-k4oxPqCpLB4QiePcFp9Rdf,7.0,3,2.0
Bukit Batok,HDB 3 Room,530,Bukit Batok Street 23,,530 Bukit Batok Street 23,,,63,66,385000,https://www.99.co/singapore/sale/property/530-bukit-batok-street-23-hdb-n4Gc4sdVCaNQdDY5Gbycww,33.0,2,2.0
Yishun,HDB 4 Room,273,Yishun Street 22,,273 Yishun Street 22,,,103,62,475000,https://www.99.co/singapore/sale/property/273-yishun-street-22-hdb-YjYWUgUtbuKxsKZTypUdqZ,37.0,3,2.0
Lengkong Tiga,HDB Executive,108,Lengkong Tiga,,108 Lengkong Tiga,,,145,65,1100000,https://www.99.co/singapore/sale/property/108-lengkong-tiga-hdb-4hR6SJh8qjjJsvVxXCi5ti,34.0,4,3.0
Chay Yan,HDB 4 Room,79,Chay Yan Street,,79 Chay Yan Street,,,88,43,1300000,https://www.99.co/singapore/sale/property/79-chay-yan-street-hdb-e7TRJubEKSmm54op5uME9S,56.0,3,2.0
Canberra,HDB 4 Room,104B,Canberra Street,,104B Canberra Street,,,92,94,625000,https://www.99.co/singapore/sale/property/104b-canberra-street-hdb-JYQHVVPWSeKQakJq6qtxfG,5.0,3,2.0
Chai Chee,HDB 5 Room,52,Chai Chee Street,,52 Chai Chee Street,,,120,57,570000,https://www.99.co/singapore/sale/property/52-chai-chee-street-hdb-YYu78Deh4vqvipprbXVTK3,42.0,3,2.0
S,HDB 5 Room,405,S,,405 S,,,119,62,850000,https://www.99.co/singapore/sale/property/405-sin-ming-avenue-hdb-ZCD9SdeQdCaPmXzmkqLF59,37.0,3,2.0
Mcnair,HDB 3 Room,113A,Mcnair Road,,113A Mcnair Road,,,92,93,1150000,https://www.99.co/singapore/sale/property/113a-mcnair-road-hdb-L98Qz6k2jpexvvFhdd8ZeM,6.0,3,2.0
Ubi,HDB Executive,333,Ubi Avenue 1,,333 Ubi Avenue 1,,,145,62,1100000,https://www.99.co/singapore/sale/property/333-ubi-avenue-1-hdb-C4tbuWUcEkhYHLueVTk58J,37.0,4,3.0
Clementi,HDB 4 Room,312A,Clementi Avenue 4,,312A Clementi Avenue 4,,,92,93,1000000,https://www.99.co/singapore/sale/property/312a-clementi-avenue-4-hdb-K3PEMnNFKFBJj2HW4KSXyo,6.0,3,2.0
Yishun,HDB 5 Room,513C,Yishun Street 51,,513C Yishun Street 51,,,112,94,700000,https://www.99.co/singapore/sale/property/513c-yishun-street-51-hdb-MFBEZJun3XQzGzPqNTb7Pu,5.0,3,2.0
Yishun,HDB 5 Room,348D,Yishun Avenue 11,,348D Yishun Avenue 11,,,112,89,880000,https://www.99.co/singapore/sale/property/348d-yishun-avenue-11-hdb-JyegSzRyrUDX4nW5U3Uj9H,10.0,4,2.0
Telok Blangah Heights,HDB 5 Room,85,Telok Blangah Heights,,85 Telok Blangah Heights,,,109,79,1090000,https://www.99.co/singapore/sale/property/85-telok-blangah-heights-hdb-8oikTvT7Ss76rijsX8Mb8b,20.0,3,2.0
