Location_Name,Location_Type,Blk_No,Address,Postal_Code,Full Address,Long,Lat,floor_area_sqm,remaining_lease,Price,Link,Lease_Used,Num_Bed,Num_Toilet
Bangkit,HDB 4 Room,272,Bangkit Road,,Blk 272 Bangkit Road,,,104,64,810000,https://www.srx.com.sg/listings/100162791/for-sale-bangkit-road-bangkit-road,35.0,3,2.0
Bangkit,HDB 4 Room,253,Bangkit Road,,Blk 253 Bangkit Road,,,104,64,810000,https://www.srx.com.sg/listings/98964721/for-sale-bangkit-road-bangkit-road,35.0,3,2.0
Commonwealth Close,HDB 3 Room,81,Commonwealth Close,,Blk 81 Commonwealth Close,,,71,43,810000,https://www.srx.com.sg/listings/100017371/for-sale-commonwealth-close-commonwealth-close,56.0,2,2.0
Choa Chu Kang,HDB 4 Room,812A,Choa Chu Kang Avenue 7,,Blk 812A Choa Chu Kang Avenue 7,,,93,93,390000,https://www.srx.com.sg/listings/100323221/for-sale-choa-chu-kang-avenue-7-choa-chu-kang-avenue-7,6.0,3,2.0
West Rock,HDB 4 Room,461A,West Rock @ Bukit Batok,,Blk 461A West Rock @ Bukit Batok,,,93,95,390000,https://www.srx.com.sg/listings/100364261/for-sale-west-rock-bukit-batok-bukit-batok-west-avenue-8,4.0,3,2.0
Boon Lay,HDB 3 Room,185,Boon Lay Avenue,,Blk 185 Boon Lay Avenue,,,59,51,390000,https://www.srx.com.sg/listings/100403211/for-sale-boon-lay-avenue-ground-floor-dual-door,48.0,2,1.0
Lorong 7 Toa Payoh,HDB 3 Room,18,Lorong 7 Toa Payoh,,Blk 18 Lorong 7 Toa Payoh,,,66,46,475000,https://www.srx.com.sg/listings/100428531/for-sale-lorong-7-toa-payoh-tastefully-renovated-101-move-in-zero-renovatio,53.0,2,1.0
Simei,HDB 5 Room,224,Simei Street 4,,Blk 224 Simei Street 4,,,122,65,475000,https://www.srx.com.sg/listings/100428401/for-sale-simei-street-4-simei-street-4,34.0,4,2.0
Bedok North,HDB 3 Room,545,Bedok North Street 3,,Blk 545 Bedok North Street 3,,,82,56,775000,https://www.srx.com.sg/listings/100428371/for-sale-bedok-north-street-3-bedok-north-street-3,43.0,2,2.0
Hougang,HDB 4 Room,698A,Hougang Street 61,,Blk 698A Hougang Street 61,,,100,75,775000,https://www.srx.com.sg/listings/100207271/for-sale-hougang-street-61-698a-hougang-street-61,24.0,3,2.0
Pasir Ris,HDB Executive,647,Pasir Ris Drive 10,,Blk 647 Pasir Ris Drive 10,,,146,71,775000,https://www.srx.com.sg/listings/97990911/for-sale-pasir-ris-drive-10-pasir-ris-drive-10,28.0,4,2.0
Punggol Walk,HDB 4 Room,310A,Punggol Walk,,Blk 310A Punggol Walk,,,92,92,1018000,https://www.srx.com.sg/listings/99718651/for-sale-punggol-walk-punggol-walk,7.0,3,2.0
Jurong West,HDB 5 Room,683C,Jurong West Street 64,,Blk 683C Jurong West Street 64,,,111,76,1018000,https://www.srx.com.sg/listings/100428171/for-sale-jurong-west-street-64-jurong-west-street-64,23.0,3,2.0
Admiralty Grove,HDB 4 Room,693C,Admiralty Grove,,Blk 693C Admiralty Grove,,,92,94,1018000,https://www.srx.com.sg/listings/100428161/for-sale-admiralty-grove-woodlands-avenue-6,5.0,3,2.0
Bedok North,HDB 3 Room,419,Bedok North Street 1,,Blk 419 Bedok North Street 1,,,68,55,900000,https://www.srx.com.sg/listings/100428151/for-sale-bedok-north-street-1-bedok-north-street-1,44.0,2,2.0
Kang Ching,HDB 4 Room,345,Kang Ching Road,,Blk 345 Kang Ching Road,,,104,73,900000,https://www.srx.com.sg/listings/100420461/for-sale-kang-ching-road-kang-ching-road,26.0,3,2.0
Pasir Ris,HDB 4 Room,633,Pasir Ris Drive 3,,Blk 633 Pasir Ris Drive 3,,,104,71,880000,https://www.srx.com.sg/listings/100446431/for-sale-pasir-ris-drive-3-pasir-ris-drive-3,28.0,3,2.0
Tampines,HDB Executive,146,Tampines Avenue 5,,Blk 146 Tampines Avenue 5,,,150,61,880000,https://www.srx.com.sg/listings/100446251/for-sale-tampines-avenue-5-tampines-avenue-5,38.0,4,3.0
Woodlands,HDB 5 Room,709,Woodlands Drive 70,,Blk 709 Woodlands Drive 70,,,119,72,520000,https://www.srx.com.sg/listings/100446231/for-sale-woodlands-drive-70-woodlands-drive-70,27.0,3,2.0
Bedok Reservoir,HDB 4 Room,133,Bedok Reservoir Road,,Blk 133 Bedok Reservoir Road,,,84,63,520000,https://www.srx.com.sg/listings/100206581/for-sale-bedok-reservoir-road-bedok-reservoir-road,36.0,3,2.0
Lorong 7 Toa Payoh,HDB 3 Room,13,Lorong 7 Toa Payoh,,Blk 13 Lorong 7 Toa Payoh,,,66,46,520000,https://www.srx.com.sg/listings/100446161/for-sale-lorong-7-toa-payoh-lorong-7-toa-payoh,53.0,2,1.0
Toh Guan,HDB 4 Room,285B,Toh Guan Road,,Blk 285B Toh Guan Road,,,102,74,538000,https://www.srx.com.sg/listings/100365001/for-sale-toh-guan-road-toh-guan-road,25.0,3,2.0
Telok Blangah,HDB 4 Room,90A,Telok Blangah Street 31,,Blk 90A Telok Blangah Street 31,,,93,94,538000,https://www.srx.com.sg/listings/100445901/for-sale-telok-blangah-street-31-telok-blangah-street-31,5.0,3,2.0
Lengkong Tiga,HDB Executive,104,Lengkong Tiga,,Blk 104 Lengkong Tiga,,,146,65,538000,https://www.srx.com.sg/listings/100445861/for-sale-lengkong-tiga-lengkong-tiga,34.0,4,3.0
Ang Mo Kio,HDB 3 Room,629,Ang Mo Kio Avenue 4,,Blk 629 Ang Mo Kio Avenue 4,,,68,57,620000,https://www.srx.com.sg/listings/100445821/for-sale-ang-mo-kio-avenue-4-ang-mo-kio-avenue-4,42.0,2,2.0
Compassvale Crescent,HDB 4 Room,288B,Compassvale Crescent,,Blk 288B Compassvale Crescent,,,93,93,620000,https://www.srx.com.sg/listings/100445741/for-sale-compassvale-crescent-compassvale-crescent,6.0,3,2.0
Haig,HDB 3 Room,3,Haig Road,,Blk 3 Haig Road,,,65,52,620000,https://www.srx.com.sg/listings/100445591/for-sale-haig-road-haig-road,47.0,2,1.0
Punggol Way,HDB 3 Room,315A,Punggol Way,,Blk 315A Punggol Way,,,68,93,600000,https://www.srx.com.sg/listings/99576451/for-sale-punggol-way-punggol-way,6.0,2,2.0
Hougang,HDB 3 Room,674,Hougang Avenue 8,,Blk 674 Hougang Avenue 8,,,64,63,600000,https://www.srx.com.sg/listings/100179631/for-sale-hougang-avenue-8-hougang-avenue-8,36.0,2,2.0
Eastbrook,HDB 3 Room,104D,Eastbrook @ Canberra,,Blk 104D Eastbrook @ Canberra,,,68,94,600000,https://www.srx.com.sg/listings/100023401/for-sale-eastbrook-canberra-canberra-street,5.0,2,2.0
Punggol Walk,HDB 4 Room,310B,Punggol Walk,,Blk 310B Punggol Walk,,,92,92,608000,https://www.srx.com.sg/listings/100445291/for-sale-punggol-walk-punggol-walk,7.0,3,2.0
Atrina,HDB 4 Room,272C,Atrina,,Blk 272C Atrina,,,90,85,608000,https://www.srx.com.sg/listings/100425211/for-sale-atrina-serious-seller-call-daniel-now-to-view,14.0,3,2.0
Jurong West,HDB 3 Room,530,Jurong West Street 52,,Blk 530 Jurong West Street 52,,,67,59,608000,https://www.srx.com.sg/listings/100443611/for-sale-jurong-west-street-52-jurong-west-street-52,40.0,2,2.0
Jurong West,HDB Executive,469,Jurong West Street 41,,Blk 469 Jurong West Street 41,,,151,61,538000,https://www.srx.com.sg/listings/98547151/for-sale-jurong-west-street-41-jurong-west-street-41,38.0,4,3.0
Woodlands Rise,HDB 5 Room,785D,Woodlands Rise,,Blk 785D Woodlands Rise,,,113,94,538000,https://www.srx.com.sg/listings/97107191/for-sale-woodlands-rise-corner-unit-785d-woodlands-rise,5.0,3,2.0
Edgedale,HDB 5 Room,135,Edgedale Plains,,Blk 135 Edgedale Plains,,,111,79,405000,https://www.srx.com.sg/listings/97516531/for-sale-edgedale-plains-newly-renovated-unblock-5rm-premium-apartment-min,20.0,3,2.0
The Nautilus,HDB 4 Room,170C,The Nautilus @ Punggol,,Blk 170C The Nautilus @ Punggol,,,92,90,405000,https://www.srx.com.sg/listings/99627461/for-sale-the-nautilus-punggol-new-listing-blk-170c-4a-high-floor-with-splendid,9.0,3,2.0
Yishun,HDB 4 Room,289,Yishun Avenue 6,,Blk 289 Yishun Avenue 6,,,84,63,658000,https://www.srx.com.sg/listings/99887291/for-sale-yishun-avenue-6-beautiful-4-room-for-sale,36.0,3,2.0
Senja,HDB 5 Room,610,Senja Road,,Blk 610 Senja Road,,,110,78,658000,https://www.srx.com.sg/listings/99364701/for-sale-senja-road-beautiful-5-room-in-bukit-panjang,21.0,3,2.0
West Coast,HDB 3 Room,701,West Coast Road,,Blk 701 West Coast Road,,,93,56,658000,https://www.srx.com.sg/listings/99304171/for-sale-west-coast-road-west-coast-road,43.0,3,2.0
Eastbrook,HDB 4 Room,107C,Eastbrook @ Canberra,,Blk 107C Eastbrook @ Canberra,,,93,94,520000,https://www.srx.com.sg/listings/98834341/for-sale-eastbrook-canberra-high-floor-unblock-view-from-living-must-view,5.0,3,2.0
Woodlands,HDB 4 Room,760,Woodlands Avenue 6,,Blk 760 Woodlands Avenue 6,,,101,74,520000,https://www.srx.com.sg/listings/98683891/for-sale-woodlands-avenue-6-4-room-flat-corridor-end-for-sale,25.0,3,2.0
Fengshan Greenville,HDB 4 Room,188C,Fengshan Greenville,,Blk 188C Fengshan Greenville,,,93,94,520000,https://www.srx.com.sg/listings/98753211/for-sale-fengshan-greenville-spacious-4-room-in-bedok,5.0,3,2.0
Woodlands,HDB 4 Room,530,Woodlands Drive 14,,Blk 530 Woodlands Drive 14,,,10,75,550000,https://www.srx.com.sg/listings/98699761/for-sale-woodlands-drive-14-woodlands-drive-14,24.0,3,2.0
Yishun,HDB 4 Room,264,Yishun Street 22,,Blk 264 Yishun Street 22,,,104,62,550000,https://www.srx.com.sg/listings/98246811/for-sale-yishun-street-22-corner-unit-don-t-miss-simple-move-in-must-view,37.0,3,2.0
Rivervale,HDB 4 Room,186D,Rivervale Drive,,Blk 186D Rivervale Drive,,,91,77,550000,https://www.srx.com.sg/listings/99885681/for-sale-rivervale-drive-rivervale-drive,22.0,3,2.0
Tampines,HDB 5 Room,256,Tampines Street 21,,Blk 256 Tampines Street 21,,,121,60,549999,https://www.srx.com.sg/listings/99937501/for-sale-tampines-street-21-tampines-street-21,39.0,3,2.0
Boon Lay,HDB 5 Room,199,Boon Lay Drive,,Blk 199 Boon Lay Drive,,,121,52,549999,https://www.srx.com.sg/listings/99985611/for-sale-boon-lay-drive-rare-5s-for-sale,47.0,3,2.0
Woodlands,HDB Executive,511,Woodlands Drive 14,,Blk 511 Woodlands Drive 14,,,147,75,549999,https://www.srx.com.sg/listings/99985361/for-sale-woodlands-drive-14-511-woodlands-ea,24.0,4,2.0
Buangkok Green,HDB 4 Room,987A,Buangkok Green,,Blk 987A Buangkok Green,,,93,91,390000,https://www.srx.com.sg/listings/100011871/for-sale-buangkok-green-buangkok-green,8.0,3,2.0
Choa Chu Kang North 6,HDB 4 Room,635,Choa Chu Kang North 6,,Blk 635 Choa Chu Kang North 6,,,113,74,550000,https://www.srx.com.sg/listings/100011401/for-sale-choa-chu-kang-north-6-choa-chu-kang-north-6,25.0,3,2.0
Kent,HDB 4 Room,52,Kent Road,,Blk 52 Kent Road,,,91,58,550000,https://www.srx.com.sg/listings/100011391/for-sale-kent-road-kent-road,41.0,3,2.0
Jurong East,HDB 5 Room,109,Jurong East Street 13,,Blk 109 Jurong East Street 13,,,120,57,550000,https://www.srx.com.sg/listings/100011201/for-sale-jurong-east-street-13-jurong-east-street-13,42.0,3,2.0
Pending,HDB 3 Room,227,Pending Road,,Blk 227 Pending Road,,,73,65,738000,https://www.srx.com.sg/listings/100010861/for-sale-pending-road-pending-road,34.0,2,2.0
Eunos Crescent,HDB 4 Room,10,Eunos Crescent,,Blk 10 Eunos Crescent,,,91,54,738000,https://www.srx.com.sg/listings/99332231/for-sale-eunos-crescent-eunos-crescent,45.0,3,2.0
Ang Mo Kio,HDB 4 Room,308A,Ang Mo Kio Avenue 1,,Blk 308A Ang Mo Kio Avenue 1,,,94,88,738000,https://www.srx.com.sg/listings/100010751/for-sale-ang-mo-kio-avenue-1-ang-mo-kio-avenue-1,11.0,3,2.0
Marsiling Greenview,HDB 3 Room,182A,Marsiling Greenview,,Blk 182A Marsiling Greenview,,,68,94,890000,https://www.srx.com.sg/listings/100009821/for-sale-marsiling-greenview-woodlands-street-13,5.0,2,2.0
Toh Guan,HDB Executive,285C,Toh Guan Road,,Blk 285C Toh Guan Road,,,145,74,890000,https://www.srx.com.sg/listings/99436021/for-sale-toh-guan-road-toh-guan-road,25.0,4,3.0
Tampines,HDB 4 Room,367,Tampines Street 34,,Blk 367 Tampines Street 34,,,9,73,890000,https://www.srx.com.sg/listings/99493291/for-sale-tampines-street-34-tampines-street-34,26.0,3,2.0
Compassvale Crescent,HDB 5 Room,295B,Compassvale Crescent,,Blk 295B Compassvale Crescent,,,110,78,540000,https://www.srx.com.sg/listings/99226781/for-sale-compassvale-crescent-compassvale-crescent,21.0,3,2.0
Serangoon,HDB 3 Room,218,Serangoon Avenue 4,,Blk 218 Serangoon Avenue 4,,,67,61,540000,https://www.srx.com.sg/listings/99981511/for-sale-serangoon-avenue-4-rare-well-maintained-hdb-3rm-in-serangoon-ave-4-fo,38.0,2,2.0
Admiralty Link,HDB 4 Room,490,Admiralty Link,,Blk 490 Admiralty Link,,,94,86,540000,https://www.srx.com.sg/listings/95645821/for-sale-admiralty-link-admiralty-link,13.0,3,2.0
Ang Mo Kio,HDB 5 Room,352,Ang Mo Kio Street 32,,Blk 352 Ang Mo Kio Street 32,,,110,77,580000,https://www.srx.com.sg/listings/98654061/for-sale-ang-mo-kio-street-32-ang-mo-kio-street-32,22.0,3,2.0
Simei,HDB 5 Room,123,Simei Street 1,,Blk 123 Simei Street 1,,,121,64,580000,https://www.srx.com.sg/listings/100647171/for-sale-simei-street-1-simei-street-1,35.0,3,2.0
Edgedale,HDB 4 Room,120B,Edgedale Plains,,Blk 120B Edgedale Plains,,,97,93,580000,https://www.srx.com.sg/listings/100155131/for-sale-edgedale-plains-edgedale-plains,6.0,3,2.0
Woodlands,HDB 4 Room,778,Woodlands Drive 60,,Blk 778 Woodlands Drive 60,,,102,73,775000,https://www.srx.com.sg/listings/100262451/for-sale-woodlands-drive-60-north-facing-bright-and-windy,26.0,3,2.0
Yishun,HDB 5 Room,335C,Yishun Street 31,,Blk 335C Yishun Street 31,,,112,91,775000,https://www.srx.com.sg/listings/100647051/for-sale-yishun-street-31-yishun-street-31,8.0,4,2.0
Tenteram Peak,HDB 3 Room,117A,Tenteram Peak,,Blk 117A Tenteram Peak,,,67,93,775000,https://www.srx.com.sg/listings/100647011/for-sale-tenteram-peak-jalan-tenteram,6.0,2,2.0
Toa Payoh Apex,HDB 4 Room,261,Toa Payoh Apex,,Blk 261 Toa Payoh Apex,,,93,94,550000,https://www.srx.com.sg/listings/100646981/for-sale-toa-payoh-apex-toa-payoh-east,5.0,3,2.0
Anchorvale,HDB 2 Room,351B,Anchorvale Road,,Blk 351B Anchorvale Road,,,47,95,550000,https://www.srx.com.sg/listings/100646971/for-sale-anchorvale-road-anchorvale-road,4.0,1,1.0
Orchid Spring,HDB 4 Room,429A,Orchid Spring @ Yishun,,Blk 429A Orchid Spring @ Yishun,,,92,91,550000,https://www.srx.com.sg/listings/100646941/for-sale-orchid-spring-yishun-yishun-avenue-11,8.0,3,2.0
MARSILING DRIVE,HDB 4 Room,28,MARSILING DRIVE,,Blk 28 MARSILING DRIVE,,,98,53,420000,https://www.srx.com.sg/listings/100646891/for-sale-marsiling-drive-marsiling-drive,46.0,4,2.0
Compassvale,HDB 5 Room,258A,Compassvale Road,,Blk 258A Compassvale Road,,,110,77,420000,https://www.srx.com.sg/listings/100294131/for-sale-compassvale-road-compassvale-road,22.0,3,2.0
Pasir Ris One,HDB 4 Room,530A,Pasir Ris One,,Blk 530A Pasir Ris One,,,86,91,420000,https://www.srx.com.sg/listings/100289011/for-sale-pasir-ris-one-great-location-1-minute-walk-to-pasir-ris-mrt-sta,8.0,3,2.0
Compassvale Link,HDB 5 Room,269D,Compassvale Link,,Blk 269D Compassvale Link,,,110,82,1111000,https://www.srx.com.sg/listings/100205961/for-sale-compassvale-link-walk-to-market-eateries-shops-schools-mrt-lrt,17.0,3,2.0
Bedok North,HDB 3 Room,75,Bedok North Road,,Blk 75 Bedok North Road,,,59,54,1111000,https://www.srx.com.sg/listings/100327661/for-sale-bedok-north-road-walk-to-market-eateries-shops-schools-mrt,45.0,2,1.0
West Edge,HDB 4 Room,435B,West Edge @ Bukit Batok,,Blk 435B West Edge @ Bukit Batok,,,93,94,1111000,https://www.srx.com.sg/listings/100480271/for-sale-west-edge-bukit-batok-brand-new-newly-mop-4-room-hdb-for-sale-in-bukit-b,5.0,3,2.0
Lengkong Tiga,HDB 4 Room,113,Lengkong Tiga,,Blk 113 Lengkong Tiga,,,108,65,598000,https://www.srx.com.sg/listings/100609241/for-sale-lengkong-tiga-lengkong-tiga,34.0,3,2.0
Hougang,HDB 4 Room,18,Hougang Avenue 3,,Blk 18 Hougang Avenue 3,,,92,54,598000,https://www.srx.com.sg/listings/97617391/for-sale-hougang-avenue-3-spacious-lauout,45.0,3,2.0
Ang Mo Kio,HDB 4 Room,534,Ang Mo Kio Avenue 10,,Blk 534 Ang Mo Kio Avenue 10,,,93,56,598000,https://www.srx.com.sg/listings/100647241/for-sale-ang-mo-kio-avenue-10-ang-mo-kio-avenue-10,43.0,3,2.0
Tampines,HDB 4 Room,887A,Tampines Street 81,,Blk 887A Tampines Street 81,,,103,64,500000,https://www.srx.com.sg/listings/100646601/for-sale-tampines-street-81-tampines-street-81,35.0,3,2.0
Buangkok Crescent,HDB 5 Room,980B,Buangkok Crescent,,Blk 980B Buangkok Crescent,,,110,79,500000,https://www.srx.com.sg/listings/100646591/for-sale-buangkok-crescent-buangkok-crescent,20.0,3,2.0
Tenteram Peak,HDB 3 Room,116A,Tenteram Peak,,Blk 116A Tenteram Peak,,,67,93,500000,https://www.srx.com.sg/listings/100646501/for-sale-tenteram-peak-jalan-tenteram,6.0,1,2.0
Yishun,HDB Multi Generation,666A,Yishun Avenue 4,,Blk 666A Yishun Avenue 4,,,179,63,400000,https://www.srx.com.sg/listings/100348031/for-sale-yishun-avenue-4-yishun-avenue-4,36.0,4,3.0
Tampines Greenridges,HDB 4 Room,606B,Tampines Greenridges,,Blk 606B Tampines Greenridges,,,92,94,400000,https://www.srx.com.sg/listings/100347821/for-sale-tampines-greenridges-tampines-street-61,5.0,3,2.0
Tampines Greenedge,HDB 4 Room,494J,Tampines Greenedge,,Blk 494J Tampines Greenedge,,,92,94,400000,https://www.srx.com.sg/listings/100347771/for-sale-tampines-greenedge-tampines-street-45,5.0,3,2.0
Toh Yi,HDB 4 Room,5,Toh Yi Drive,,Blk 5 Toh Yi Drive,,,104,65,679000,https://www.srx.com.sg/listings/100137601/for-sale-toh-yi-drive-4a-hdb-for-sale-at-blk5-toh-yi-drive,34.0,3,2.0
Serangoon Central,HDB 4 Room,204,Serangoon Central,,Blk 204 Serangoon Central,,,84,61,679000,https://www.srx.com.sg/listings/100346871/for-sale-serangoon-central-serangoon-central,38.0,3,2.0
Edgefield,HDB 5 Room,105C,Edgefield Plains,,Blk 105C Edgefield Plains,,,110,79,660000,https://www.srx.com.sg/listings/100094551/for-sale-edgefield-plains-edgefield-plains,20.0,3,2.0
Hougang,HDB Executive,545,Hougang Avenue 8,,Blk 545 Hougang Avenue 8,,,146,68,660000,https://www.srx.com.sg/listings/100314001/for-sale-hougang-avenue-8-hougang-avenue-8,31.0,4,3.0
Choa Chu Kang Crescent,HDB 4 Room,691B,Choa Chu Kang Crescent,,Blk 691B Choa Chu Kang Crescent,,,91,79,750000,https://www.srx.com.sg/listings/99674431/for-sale-choa-chu-kang-crescent-choa-chu-kang-crescent,20.0,3,2.0
Toh Guan,HDB 4 Room,285B,Toh Guan Road,,Blk 285B Toh Guan Road,,,102,74,750000,https://www.srx.com.sg/listings/100346461/for-sale-toh-guan-road-toh-guan-road,25.0,3,2.0
Tampines Central 1,HDB 4 Room,503,Tampines Central 1,,Blk 503 Tampines Central 1,,,94,66,750000,https://www.srx.com.sg/listings/100346451/for-sale-tampines-central-1-tampines-central-1,33.0,3,2.0
Mcnair,HDB 4 Room,111,Mcnair Road,,Blk 111 Mcnair Road,,,104,63,499999,https://www.srx.com.sg/listings/99498771/for-sale-mcnair-road-mcnair-road,36.0,3,2.0
Bukit Batok Central,HDB 5 Room,103,Bukit Batok Central,,Blk 103 Bukit Batok Central,,,149,61,499999,https://www.srx.com.sg/listings/100346241/for-sale-bukit-batok-central-bukit-batok-central,38.0,3,2.0
Buangkok Edgeview,HDB 4 Room,997C,Buangkok Edgeview,,Blk 997C Buangkok Edgeview,,,93,93,499999,https://www.srx.com.sg/listings/98278631/for-sale-buangkok-edgeview-buangkok-crescent,6.0,3,2.0
Eastlawn,HDB 4 Room,108C,Eastlawn @ Canberra,,Blk 108C Eastlawn @ Canberra,,,93,94,365000,https://www.srx.com.sg/listings/100346101/for-sale-eastlawn-canberra-canberra-walk,5.0,3,2.0
Yishun,HDB 4 Room,790,Yishun Avenue 2,,Blk 790 Yishun Avenue 2,,,84,63,365000,https://www.srx.com.sg/listings/100346001/for-sale-yishun-avenue-2-yishun-avenue-2,36.0,3,2.0
Ang Mo Kio,HDB 3 Room,424,Ang Mo Kio Avenue 3,,Blk 424 Ang Mo Kio Avenue 3,,,73,55,365000,https://www.srx.com.sg/listings/99548651/for-sale-ang-mo-kio-avenue-3-ang-mo-kio-avenue-3,44.0,2,2.0
Ubi,HDB 3 Room,301,Ubi Avenue 1,,Blk 301 Ubi Avenue 1,,,6,76,1100000,https://www.srx.com.sg/listings/100345911/for-sale-ubi-avenue-1-ubi-avenue-1,23.0,2,2.0
Yishun,HDB 3 Room,152,Yishun Street 11,,Blk 152 Yishun Street 11,,,82,61,1100000,https://www.srx.com.sg/listings/100345621/for-sale-yishun-street-11-yishun-street-11,38.0,2,2.0
Sin Ming,HDB 4 Room,406,Sin Ming Avenue,,Blk 406 Sin Ming Avenue,,,84,63,340000,https://www.srx.com.sg/listings/100209061/for-sale-sin-ming-avenue-sin-ming-avenue,36.0,3,2.0
Telok Blangah Heights,HDB 4 Room,69,Telok Blangah Heights,,Blk 69 Telok Blangah Heights,,,90,54,340000,https://www.srx.com.sg/listings/99888621/for-sale-telok-blangah-heights-telok-blangah-heights,45.0,3,2.0
Marsiling,HDB 5 Room,138,Marsiling Road,,Blk 138 Marsiling Road,,,170,71,548000,https://www.srx.com.sg/listings/100494621/for-sale-marsiling-road-marsiling-road,28.0,5,3.0
Queens,HDB 4 Room,3,Queens Road,,Blk 3 Queens Road,,,91,50,548000,https://www.srx.com.sg/listings/99902651/for-sale-queens-road-queens-road,49.0,3,1.0
Yishun,HDB Executive,292,Yishun Street 22,,Blk 292 Yishun Street 22,,,169,68,548000,https://www.srx.com.sg/listings/100420901/for-sale-yishun-street-22-yishun-street-22,31.0,4,3.0
Ang Mo Kio,HDB 3 Room,434,Ang Mo Kio Avenue 10,,Blk 434 Ang Mo Kio Avenue 10,,,67,55,649999,https://www.srx.com.sg/listings/100435961/for-sale-ang-mo-kio-avenue-10-ang-mo-kio-avenue-10,44.0,2,2.0
Serangoon North,HDB 5 Room,117,Serangoon North Avenue 1,,Blk 117 Serangoon North Avenue 1,,,121,61,649999,https://www.srx.com.sg/listings/100504061/for-sale-serangoon-north-avenue-1-117-serangoon-north-avenue-1,38.0,3,2.0
Senja,HDB Executive,607,Senja Road,,Blk 607 Senja Road,,,130,77,649999,https://www.srx.com.sg/listings/100614721/for-sale-senja-road-607-senja-road,22.0,3,2.0
Choa Chu Kang North 6,HDB Executive,558,Choa Chu Kang North 6,,Blk 558 Choa Chu Kang North 6,,,146,72,700000,https://www.srx.com.sg/listings/100590601/for-sale-choa-chu-kang-north-6-choa-chu-kang-north-6,27.0,4,2.0
Upper Boon Keng,HDB 5 Room,16,Upper Boon Keng Road,,Blk 16 Upper Boon Keng Road,,,141,51,700000,https://www.srx.com.sg/listings/99967431/for-sale-upper-boon-keng-road-upper-boon-keng-road,48.0,6,4.0
Geylang Bahru,HDB 3 Room,73,Geylang Bahru,,Blk 73 Geylang Bahru,,,59,50,700000,https://www.srx.com.sg/listings/100297921/for-sale-geylang-bahru-geylang-bahru,49.0,2,1.0
Marine,HDB 4 Room,76,Marine Drive,,Blk 76 Marine Drive,,,82,52,600000,https://www.srx.com.sg/listings/100297971/for-sale-marine-drive-marine-drive,47.0,3,2.0
Buangkok Edgeview,HDB 5 Room,997A,Buangkok Edgeview,,Blk 997A Buangkok Edgeview,,,113,94,600000,https://www.srx.com.sg/listings/100599971/for-sale-buangkok-edgeview-997a-buangkok-crescent,5.0,3,2.0
Jalan Bukit Ho Swee,HDB 3 Room,6,Jalan Bukit Ho Swee,,Blk 6 Jalan Bukit Ho Swee,,,59,47,600000,https://www.srx.com.sg/listings/100599951/for-sale-jalan-bukit-ho-swee-city-living-3-room-hdb,52.0,2,1.0
