,Coordinates,FairpricePoints,HosPoints,MallPoints,MRTPoints,ParksPoints,PriSchPoints,SecSchPoints,TertairyPoints,UniPoints,Area,Location_Type,Link,floor_area_sqm,remaining_lease,Sale_Price,Location,Lease_Points,SQM_Points,Total_Points,History_Avg_Point,Percent
55,"1.2834077499999998, 103.8288891860162",0.007488606362130605,0.16277325751658894,0.006019295190113196,0.011702546849510335,0.0016525034165194652,0.016372340492584597,0.008626493553344106,0.0,0.0,KIM TIAN,HDB 5 ROOM,https://www.srx.com.sg/listings/100003921/for-sale-kim-tian-road-kim-tian-road,71,127,680000,BUKIT MERAH,0.05,0.025,0.28963504338079127,0.8171808554209762,17.7215999040741
56,"1.28349635, 103.82604575339411",0.009661039309781193,0.20544836450003623,0.005371136872415526,0.00920622284360325,0.002418555219110838,0.05631206527625765,0.009966407872992723,0.0,0.0,JALAN MEMBINA,HDB 5 ROOM,https://www.srx.com.sg/listings/99576711/for-sale-jalan-membina-jalan-membina,84,110,2000000,BUKIT MERAH,0.05,0.025,0.3733837918941974,0.8171808554209762,22.845847979505482
57,"1.283514, 103.826187",0.009682976206679364,0.20506647099499448,0.0055251249448796955,0.00943270835891171,0.0023971260405391123,0.05698661381317213,0.009890790136415552,0.0,0.0,JALAN MEMB,HDB 5 ROOM,https://www.99.co/singapore/sale/property/25a-jalan-membina-hdb-hUMBPEwNd2q9r6iANQSE8x,84,109,1199000,BUKIT MERAH,0.05,0.025,0.373981810495592,0.8171808554209762,22.882438325291698
58,"1.2836169000000002, 103.82526766016466",0.009356044134639242,0.19196423015906447,0.004782778252669606,0.008367774707694366,0.0026332493567636454,0.0436773402037273,0.010422970615847568,0.0,0.0,JALAN MEMBINA,HDB 5 ROOM,https://www.srx.com.sg/listings/99406111/for-sale-jalan-membina-jalan-membina,85,110,425000,BUKIT MERAH,0.05,0.025,0.3462043874304062,0.8171808554209762,21.18284986326905
59,"1.2836888000000002, 103.82413307196705",0.00900408784977913,0.15539736566922843,0.003910568262082536,0.006796336307316738,0.0026625549043787083,0.026639983711275524,0.010869052286187526,0.0,0.0,BUKIT MERAH VIEW,HDB 3 ROOM,https://www.srx.com.sg/listings/100536371/for-sale-bukit-merah-view-bukit-merah-view,49,76,525000,BUKIT MERAH,0.035,0.02,0.2702799489902486,0.0,0.0
60,"1.2842908, 103.8343433",0.002213931684462349,0.09184824633347102,0.004804819391931438,0.013031403376286818,0.0015508794885552507,0.004355370444860545,0.01052331768773727,0.0,0.0,TIONG BAHRU,HDB EXECUTIVE,https://www.99.co/singapore/sale/property/55-tiong-bahru-road-hdb-WvcRaJLWwLYCJaJSQjY3Ui,45,138,1499900,TIONG BAHRU,0.05,0.02,0.19832796840730468,0.0,0.0
61,"1.2843243, 103.8270818",0.007374685302179624,0.2359528324691157,0.008516333857654516,0.017672771337015263,0.0025576832501256904,0.04062867382647645,0.005839474157782824,0.0,0.0,JALAN MEMBINA,HDB 3 ROOM,https://www.srx.com.sg/listings/100550681/for-sale-jalan-membina-jalan-membina,84,60,450000,BUKIT MERAH,0.03,0.025,0.37354245420035004,0.0,0.0
62,"1.2846009, 103.84530280596127",0.025090709106616805,0.38960866803203015,0.030184765078295935,0.0524635153513499,0.009205484611671038,0.0,0.004311239934143607,0.0,0.0,UPPER CROSS,HDB 3 ROOM,https://www.99.co/singapore/sale/property/533-upper-cross-street-hdb-jGp3SqEJqKhBho9yxXKfVK,56,60,550000,CENTRAL AREA,0.03,0.02,0.5608643821141075,0.0,0.0
63,"1.28511865, 103.83157335",0.0054007423750338365,0.14107725825530407,0.006779711291709558,0.014318762040448931,0.0023344843636002367,0.006471788551465526,0.006342910598652988,0.0,0.0,LIM LIAK,HDB 3 ROOM,https://www.srx.com.sg/listings/97980101/for-sale-lim-liak-street-rare-ground-floor-apartment-for-sale-in-tiong-bahr,49,75,725000,BUKIT MERAH,0.035,0.02,0.23772565747621513,0.0,0.0
64,"1.2854742, 103.83171792228572",0.005310991832099736,0.13602055114375755,0.0068027184479353305,0.014607866046998961,0.002341248500219678,0.006238656947792388,0.006580513903052243,0.0,0.0,LIM LIAK,HDB 3 ROOM,https://www.srx.com.sg/listings/99789371/for-sale-lim-liak-street-lim-liak-street,49,88,928000,BUKIT MERAH,0.04,0.02,0.2379025468218559,0.0,0.0
65,"1.2856895, 103.8304889",0.006007792362380134,0.17664775926317036,0.009077173881356353,0.013311492694787841,0.0015408588187422697,0.011984781886820495,0.010008447235934869,0.0,0.0,TIONG BAHRU,HDB 3 ROOM,https://www.srx.com.sg/listings/100248771/for-sale-tiong-bahru-road-tiong-bahru-road,49,88,628000,TIONG BAHRU,0.04,0.02,0.28857830614319235,0.0,0.0
66,"1.2858872, 103.8102505",0.022655734071241853,0.06396647983243,0.008966260256445703,0.003586223989215799,0.0012663945233541809,0.007371355360184334,0.021988933994711423,0.0,0.0,HOY FATT,HDB 4 ROOM,https://www.srx.com.sg/listings/100269541/for-sale-hoy-fatt-road-hoy-fatt-road,62,84,530000,QUEENSTOWN,0.04,0.02,0.1898013820275833,0.38913109327154427,24.387845806905965
67,"1.286603, 103.830814",0.005891959365674089,0.1653943431577377,0.008660542123795826,0.016788597930613547,0.0014925073113301248,0.011189007939632328,0.010356753047116984,0.0,0.0,BOON TIONG VILLE,HDB 4 ROOM,https://www.srx.com.sg/listings/100228901/for-sale-boon-tiong-ville-boon-tiong-road,81,100,638000,BUKIT MERAH,0.05,0.025,0.2947737108759006,0.3079065032512523,47.86740581366751
68,"1.2866077, 103.8213624397755",0.009256684736218957,0.10681913478216211,0.0027242367399724996,0.00948843643314451,0.002599938225568842,0.019215780864238648,0.01894880005427315,0.0,0.0,HENDERSON,HDB 4 ROOM,https://www.99.co/singapore/sale/property/95a-henderson-road-hdb-ePxVia6Mzn6n2LcKtKV9No,95,82,900000,BUKIT MERAH,0.04,0.035,0.24405301183557873,0.3079065032512523,39.631025856643085
69,"1.286645, 103.831963",0.005183013219021643,0.1319718322043442,0.0069258958308271315,0.019115515922740214,0.002337857691604507,0.005666079503646493,0.011048881863446842,0.0,0.0,BOON TIONG VILLE,HDB 4 ROOM,https://www.srx.com.sg/listings/100594431/for-sale-boon-tiong-ville-boon-tiong-road,81,100,508000,BUKIT MERAH,0.05,0.025,0.2572490762356311,0.3079065032512523,41.77389459450867
70,"1.2866627, 103.8072683",0.029007975836901238,0.08515074663784566,0.01872641334684017,0.003315616070215923,0.0010483290390537754,0.004552969618751637,0.014259320874599586,0.0,0.0,JALAN BUKIT MERAH,HDB 3 ROOM,https://www.srx.com.sg/listings/100183861/for-sale-jalan-bukit-merah-jalan-bukit-merah,51,63,928000,BUKIT MERAH,0.03,0.02,0.20606137142420794,0.0,0.0
71,"1.286674, 103.832487",0.0048979511890658405,0.11668684225687753,0.006415125071337783,0.019108661312450773,0.0023231809807721807,0.00525378703138124,0.0077268730692151375,0.0,0.0,BOON TIONG VILLE,HDB 5 ROOM,https://www.srx.com.sg/listings/100344851/for-sale-boon-tiong-ville-boon-tiong-road,81,115,650000,BUKIT MERAH,0.05,0.025,0.23741242091110046,0.8171808554209762,14.526308303490287
72,"1.28678, 103.83136",0.0055515836976352964,0.14640242142111176,0.007716356020083065,0.016612189431067827,0.0023790099181415915,0.01034412550359011,0.010622661751398954,0.0,0.0,BOON TIONG VILLE,HDB 4 ROOM,https://www.srx.com.sg/listings/99337851/for-sale-boon-tiong-ville-boon-tiong-road,81,100,350000,BUKIT MERAH,0.05,0.025,0.27462834774302863,0.3079065032512523,44.59606160363092
73,"1.2869466, 103.8102072",0.022938715586630493,0.06481967816005609,0.009477285588201864,0.006859604010520073,0.0011019094100305727,0.007139158021724202,0.022239217821129434,0.0,0.0,HOY FATT,HDB 3 ROOM,https://www.srx.com.sg/listings/100590531/for-sale-hoy-fatt-road-hoy-fatt-road,43,60,950000,QUEENSTOWN,0.03,0.01,0.17457556859829274,0.0,0.0
74,"1.2869472499999999, 103.8390795",0.002957611407527662,0.11149573253491277,0.010105538695690686,0.025038694699411668,0.005301842868572548,0.0,0.017425338609997985,0.0,0.0,JALAN KUKOH,HDB 2 ROOM,https://www.srx.com.sg/listings/100424031/for-sale-jalan-kukoh-jalan-kukoh,47,53,739888,JALAN KUKOH,0.025,0.02,0.2173247588161133,0.0,0.0
75,"1.2869683, 103.82169216911319",0.009061861247621567,0.1069283306037682,0.0028530484664098187,0.009641652937999123,0.0028943071431045365,0.01968247972347239,0.02041451610238554,0.0,0.0,HENDERSON,HDB 4 ROOM,https://www.99.co/singapore/sale/property/95b-henderson-road-hdb-iXqz97Wt2ToVaKotW6RKMM,95,82,998000,BUKIT MERAH,0.04,0.035,0.2464761962247612,0.3079065032512523,40.02451939503794
76,"1.28741125, 103.82205117375094",0.00894464982309789,0.10705840169406482,0.002988924083322083,0.00977716479119607,0.0032364443761592624,0.02034096180891963,0.018962470492566098,0.0,0.0,HENDERSON,HDB 5 ROOM,https://www.99.co/singapore/sale/property/95c-henderson-road-hdb-WwdSg2cjtKvRprLcFkGiWN,95,112,1390000,BUKIT MERAH,0.05,0.035,0.25630901706932585,0.8171808554209762,15.682514792719083
77,"1.2875047, 103.83203268667415",0.005162664260018018,0.13276222045537261,0.007001793473939023,0.0182075526379864,0.0023055925891401247,0.009385038115605659,0.011044056547256119,0.0,0.0,JALAN BUKIT HO SWEE,HDB 3 ROOM,https://www.srx.com.sg/listings/100277141/for-sale-jalan-bukit-ho-swee-jalan-bukit-ho-swee,47,56,728000,BUKIT MERAH,0.025,0.02,0.23086891807931795,0.0,0.0
78,"1.2877094, 103.81218665932803",0.01864829876697835,0.05952011944268678,0.005106670327584006,0.005424838092746426,0.0,0.010368231155068857,0.03531382768934767,0.0,0.0,LENGKOK BAHRU,HDB 5 ROOM,https://www.srx.com.sg/listings/99707581/for-sale-lengkok-bahru-nicely-renovated-corner-unit-as-good-as-showroom,62,122,650000,BUKIT MERAH,0.05,0.02,0.20438198547441208,0.8171808554209762,12.505309205336395
79,"1.2879795500000002, 103.82194338895745",0.008923882352951414,0.1094332103936728,0.0028748598858257973,0.009798413839083083,0.002978665941491899,0.02066524820831979,0.021470594161789733,0.0,0.0,HENDERSON,HDB 4 ROOM,https://www.99.co/singapore/sale/property/96a-henderson-road-hdb-MD6BTH2RKXKvpu4kgqgHXK,95,82,999500,BUKIT MERAH,0.04,0.035,0.2511448747831345,0.3079065032512523,40.78265189777427
80,"1.2880105, 103.816317039474",0.0252153278769639,0.12195409727949433,0.0,0.015883980678792327,0.0010529701890952079,0.0190024738658663,0.03216152464472723,0.0,0.0,REDHILL,HDB 5 ROOM,https://www.srx.com.sg/listings/100645001/for-sale-redhill-road-redhill-road,81,115,630000,BUKIT MERAH,0.05,0.025,0.29027037453493926,0.8171808554209762,17.760473254442832
81,"1.2880445, 103.8111683",0.02047303742328817,0.056739994687805585,0.00820265588747341,0.007831340626002528,0.0,0.01212167170365848,0.029643672993271565,0.0,0.0,HOY FATT,HDB 5 ROOM,https://www.srx.com.sg/listings/100344041/for-sale-hoy-fatt-road-hoy-fatt-road,63,122,585000,QUEENSTOWN,0.05,0.02,0.2050123733214997,0.41147136199033635,24.912107167049278
82,"1.2880727, 103.80903511353529",0.021901597909783903,0.06878822201107389,0.01222752143523239,0.007118144862173655,0.0,0.010024127164243394,0.018666855863758814,0.0,0.0,JALAN RUMAH TINGGI,HDB 5 ROOM,https://www.srx.com.sg/listings/100613381/for-sale-jalan-rumah-tinggi-jalan-rumah-tinggi,75,120,748000,QUEENSTOWN,0.05,0.025,0.21372646924626607,0.41147136199033635,25.971001749969364
83,"1.2881168, 103.82149418062977",0.008954533848770157,0.10242709991465142,0.0026741651092727667,0.009892202330041643,0.0025779042081013766,0.02014851263362444,0.024077461586260476,0.0,0.0,HENDERSON,HDB 3 ROOM,https://www.99.co/singapore/sale/property/96b-henderson-road-hdb-DkjA4xGLWA8vubTophR5Bi,95,67,770000,BUKIT MERAH,0.03,0.035,0.23575187963072228,0.0,0.0
84,"1.2883027, 103.8271796",0.013526936160143126,0.3427852715473839,0.010604439221587778,0.016924769566968433,0.003315694947694957,0.016913382879191106,0.009678673020117556,0.0,0.0,BEO CRESCENT,HDB 3 ROOM,https://www.srx.com.sg/listings/100342541/for-sale-beo-crescent-beo-crescent,47,59,480000,BUKIT MERAH,0.03,0.02,0.4637491673430868,0.0,0.0
85,"1.2885005, 103.80812400878644",0.02051417485214687,0.07365437398020985,0.015310142825300813,0.00720954171750619,0.0,0.009584160405527654,0.01675215850169458,0.0,0.0,JALAN RUMAH TINGGI,HDB 5 ROOM,https://www.srx.com.sg/listings/97951751/for-sale-jalan-rumah-tinggi-jalan-rumah-tinggi,60,136,665000,QUEENSTOWN,0.05,0.02,0.21302455228238595,0.41147136199033635,25.885708212105047
86,"1.2885496, 103.82729473441896",0.0150751978040507,1306.943242714608,0.010016009529690721,0.018756336476200165,0.0030627788504622197,0.01655559196977201,0.009564626507103628,0.0,0.0,BEO CRESCENT,HDB 3 ROOM,https://www.99.co/singapore/sale/property/38-beo-crescent-hdb-KeKCJMzzRbnbAuthDd7Gms,47,58,388000,BUKIT MERAH,0.025,0.02,1307.0612732557454,0.0,0.0
87,"1.2885938000000001, 103.80898340408567",0.020004504872987442,0.06387111190215239,0.012242848545719604,0.007401767885611787,0.0,0.010135174756940288,0.01876555109377914,0.0,0.0,JALAN RUMAH TINGGI,HDB 5 ROOM,https://www.srx.com.sg/listings/100311491/for-sale-jalan-rumah-tinggi-jalan-rumah-tinggi,75,123,600000,QUEENSTOWN,0.05,0.025,0.20742095905719063,0.41147136199033635,25.204786798997453
88,"1.28871865, 103.81012980089483",0.018777553137195188,0.06682766176572216,0.00967017955418454,0.007733667921927755,0.0,0.01094982273203481,0.021938751966900562,0.0,0.0,JALAN RUMAH TINGGI,HDB 4 ROOM,https://www.srx.com.sg/listings/100121161/for-sale-jalan-rumah-tinggi-jalan-rumah-tinggi,73,100,638000,QUEENSTOWN,0.05,0.025,0.21089763707796502,0.38913109327154427,27.09853320957778
89,"1.2889377999999998, 103.82239592772689",0.008891762565795892,0.1023727452971412,0.0029121388893948844,0.009609058138778277,0.0029129267553817243,0.023089941197058206,0.03264664825728688,0.0,0.0,HENDERSON CRESCENT,HDB 4 ROOM,https://www.srx.com.sg/listings/100488581/for-sale-henderson-crescent-quiet-facing,51,81,848888,BUKIT MERAH,0.04,0.02,0.24243522110083707,0.3079065032512523,39.368317742709294
90,"1.2890272, 103.81637873897068",0.017572868638960126,0.13763853064450632,0.0,0.036822031694303585,0.001038507068279947,0.015100956314798743,0.03407624799291253,0.0,0.0,REDHILL,HDB 4 ROOM,https://www.srx.com.sg/listings/100570771/for-sale-redhill-road-nice-house-opposite-redhill-mrt,83,100,480000,BUKIT MERAH,0.05,0.025,0.3172491423537613,0.3079065032512523,50.0
91,"1.28939675, 103.82892079770646",0.008162292083011433,0.22300726309292226,0.008727963547629398,0.01724814139932932,0.0018868676216113737,0.017029998446746165,0.010909288176644895,0.0,0.0,HAVELOCK,HDB 4 ROOM,https://www.srx.com.sg/listings/100524541/for-sale-havelock-road-havelock-road,89,94,360000,CENTRAL AREA,0.05,0.025,0.3619718143678949,10.224003917150805,1.77020576919325
92,"1.2897986499999998, 103.80311896458194",0.02138188364142804,0.06671502969236832,0.022267784210219084,0.004756231998834863,0.0,0.004603965470973484,0.0,0.0,0.0,STIRLING,HDB 3 ROOM,https://www.srx.com.sg/listings/100229651/for-sale-stirling-road-stirling-road,47,60,610000,STIRLING,0.03,0.02,0.1697248950138238,0.0,0.0
93,"1.2898068999999999, 103.80281737318208",0.020928743730388544,0.06406430622010112,0.020960676170334085,0.004632970150898425,0.0,0.004500704594899393,0.0,0.0,0.0,STIRLING,HDB 3 ROOM,https://www.srx.com.sg/listings/100677561/for-sale-stirling-road-stirling-road,47,60,760000,STIRLING,0.03,0.02,0.16508740086662152,0.0,0.0
94,"1.29014035, 103.82814676857255",0.012648571437972753,0.2331106405302004,0.0079309479926826,0.015633460795864543,0.0019598229728775875,0.018276626518225553,0.007883687186578281,0.0,0.0,HAVELOCK,HDB 4 ROOM,https://www.srx.com.sg/listings/100516351/for-sale-havelock-road-havelock-road,89,92,550000,CENTRAL AREA,0.05,0.025,0.3724437574344017,10.224003917150805,1.8214183036922842
95,"1.2901627, 103.82859299543463",0.00965099804910004,0.1917587359270351,0.008060939708388974,0.016086229214016732,0.0018212874427803952,0.017489828973766122,0.007184009123210551,0.0,0.0,HAVELOCK,HDB 3 ROOM,https://www.99.co/singapore/sale/property/57-havelock-road-hdb-kzkPcoVPoeMvUqg9Cokf8T,89,69,600000,CENTRAL AREA,0.035,0.025,0.31205202843829793,0.0,0.0
96,"1.2907092, 103.80387695003537",0.026906398576900956,0.06784915914771128,0.018444834874269286,0.005984450939152669,0.0,0.005425541485278858,0.0,0.0,0.0,STIRLING,HDB 3 ROOM,https://www.srx.com.sg/listings/100199691/for-sale-stirling-road-stirling-road,46,60,679000,STIRLING,0.03,0.02,0.17461038502331305,0.0,0.0
97,"1.29269905, 103.80286422683048",0.014249891218750787,1676.3927492729126,0.010615928943451959,0.007290392567612627,0.0,0.011018910920758046,0.004608978076537108,0.0,0.0,MEI LING,HDB 3 ROOM,https://www.srx.com.sg/listings/100454561/for-sale-mei-ling-street-mei-ling-street,46,66,1280000,QUEENSTOWN,0.03,0.02,1676.4905333746397,0.0,0.0
98,"1.2927895999999999, 103.81490205598591",0.008325468131678965,0.04180809876050558,0.0,0.0073848268552597005,0.0,0.009829667907763913,0.05817518718587388,0.0,0.0,CLARENCE LANE,HDB 4 ROOM,https://www.srx.com.sg/listings/100509631/for-sale-clarence-lane-clarence-lane,72,104,350000,QUEENSTOWN,0.05,0.025,0.20052324884108205,0.38913109327154427,25.765513513096792
99,"1.2930218, 103.8033701",0.012857497317830915,0.1075820808681491,0.010269800401971625,0.008700977612970132,0.0,0.011709823045771652,0.0047545406807390465,0.0,0.0,MEI LING,HDB 3 ROOM,https://www.srx.com.sg/listings/100080761/for-sale-mei-ling-street-mei-ling-street,46,69,725000,QUEENSTOWN,0.035,0.02,0.21087471992743248,0.0,0.0
100,"1.2933132, 103.80825663256502",0.01149902339877204,0.0471203856301361,0.008277072024245932,0.010127805178737738,0.0,0.013102903598737246,0.018485342183496324,0.0,0.0,STRATHMORE,HDB 5 ROOM,https://www.99.co/singapore/sale/property/52-strathmore-avenue-hdb-7ojchYetboqGRgs8eCDcpn,82,109,1180000,QUEENSTOWN,0.05,0.025,0.1836125320141254,0.41147136199033635,22.311702462835996
101,"1.29336165, 103.80008294580566",0.0046505466923941596,0.039120789327409686,0.007712962474066413,0.0044632483327602095,0.0,0.010647706734592501,0.004917892607694923,0.0,0.0,QUEEN'S CLOSE,HDB 4 ROOM,https://www.srx.com.sg/listings/100103191/for-sale-queen-s-close-queens-close,72,108,650000,QUEENSTOWN,0.05,0.025,0.14651314616891792,0.38913109327154427,18.82567966197934
102,"1.2937216500000002, 103.81210258382717",0.017309155047787548,0.051701203893856344,0.0020831221594968577,0.008709622095175439,0.0,0.01169944513558441,0.069065618642288,0.0,0.0,STRATHMORE,HDB 4 ROOM,https://www.srx.com.sg/listings/100321021/for-sale-strathmore-avenue-good-size-3-room-hdb-for-sale,87,69,775000,QUEENSTOWN,0.035,0.025,0.22056816697418857,0.38913109327154427,28.34111316058098
103,"1.29378795, 103.80042656680945",0.004596800171541501,0.03523186043047354,0.007557898854104005,0.0047956258190777635,0.0,0.011351306713750254,0.005274658379509958,0.0,0.0,QUEEN'S CLOSE,HDB 4 ROOM,https://www.srx.com.sg/listings/100517971/for-sale-queen-s-close-queens-close,49,91,850000,QUEENSTOWN,0.05,0.02,0.138808150368457,0.38913109327154427,17.835653943951687
104,"1.2938117, 103.80781216400966",0.010522765979474442,0.03957518428246074,0.00803289997505248,0.01326029025690228,0.0,0.016240156605231426,0.017209419805645096,0.0,0.0,STRATHMORE,HDB 5 ROOM,https://www.srx.com.sg/listings/100636061/for-sale-strathmore-avenue-strathmore-avenue,82,110,350000,QUEENSTOWN,0.05,0.025,0.17984071690476647,0.41147136199033635,21.85336982321872
105,"1.2938177, 103.80366482948419",0.0104421332312689,0.06342415901273427,0.009027303260794284,0.010896599207932497,0.0,0.013012539855212099,0.0052466413780175745,0.0,0.0,MEI LING,HDB 3 ROOM,https://www.srx.com.sg/listings/100507731/for-sale-mei-ling-street-mei-ling-street,46,67,370000,QUEENSTOWN,0.03,0.02,0.1620493759459596,0.0,0.0
106,"1.29384705, 103.80876501193279",0.01153580038648591,0.04646882479309728,0.0074392575283160015,0.009267182129742526,0.0,0.015189888749967543,0.015901005508729218,0.0,0.0,STRATHMORE,HDB 4 ROOM,https://www.srx.com.sg/listings/100599021/for-sale-strathmore-avenue-strathmore-avenue,82,90,450000,QUEENSTOWN,0.05,0.025,0.18080195909633848,0.38913109327154427,23.23149733117971
107,"1.2938599000000002, 103.8116368240566",0.017797771662872455,0.0574860155448031,0.0021550377716786032,0.008784069684044295,0.0,0.012354878965756537,0.05200035073935911,0.0,0.0,STRATHMORE,HDB 4 ROOM,https://www.srx.com.sg/listings/100216811/for-sale-strathmore-avenue-strathmore-avenue,87,98,570000,QUEENSTOWN,0.05,0.025,0.22557812436851413,0.38913109327154427,28.984849613533804
108,"1.2942065999999999, 103.81218120346841",0.01400313315272419,0.04302599291326976,0.0020010872762012306,0.008510972354197678,0.0,0.011711085794560908,0.0613520735065816,0.0,0.0,STRATHMORE,HDB 4 ROOM,https://www.srx.com.sg/listings/100414721/for-sale-strathmore-avenue-strathmore-avenue,87,95,800000,QUEENSTOWN,0.05,0.025,0.21560434499753536,0.38913109327154427,27.703304712158005
109,"1.2944536, 103.8050562081109",0.009266630330212825,0.04143782677109503,0.008224810319521778,0.02824921332757708,0.0,0.01626917966822824,0.014003931154131642,0.0,0.0,MEI LING,HDB EXECUTIVE,https://www.srx.com.sg/listings/100606761/for-sale-mei-ling-street-mei-ling-street,71,154,460000,QUEENSTOWN,0.05,0.025,0.1924515915707666,0.7332271688826751,13.123599324888158
110,"1.29535175, 103.81259075967662",0.007945279496015407,0.027129728544759424,0.0,0.007878986095154736,0.0,0.007496324002622253,0.039451455158609344,0.0,0.0,DAWSON,HDB 3 ROOM,https://www.99.co/singapore/sale/property/91-dawson-road-hdb-DyM6PSQTaB8qpciJEZ6AVR,92,65,850000,QUEENSTOWN,0.03,0.035,0.15490177329716118,0.0,0.0
111,"1.2958109, 103.8099501147002",0.007199528544201716,0.02891570609179823,0.002084042107521347,0.006544533200467301,0.0,0.016951815295982175,0.021582526926118388,0.0,0.0,DAWSON,HDB 4 ROOM,https://www.srx.com.sg/listings/100436501/for-sale-dawson-road-dawson-road,92,87,438000,QUEENSTOWN,0.04,0.035,0.15827815216608918,0.38913109327154427,20.337381785068402
112,"1.2985774, 103.85182694064551",0.0026675207284173044,0.19798859929135798,0.06553593533294272,0.057031264253158895,0.007290866002971598,0.0,0.011354871053202166,0.028444162004996845,0.012001783677573154,WATERLOO,HDB 4 ROOM,https://www.srx.com.sg/listings/100201681/for-sale-waterloo-street-waterloo-street,54,82,470000,WATERLOO,0.04,0.02,0.4423150023446206,0.0,0.0
113,"1.2990189, 103.85228012766837",0.0028330476525343217,0.21448846736552402,0.06872360336837699,0.05175466707401513,0.006012140111119657,0.0,0.010135399791439537,0.03331130903928943,0.009928712656367616,WATERLOO,HDB 3 ROOM,https://www.srx.com.sg/listings/100452761/for-sale-waterloo-street-waterloo-street,62,60,878888,WATERLOO,0.03,0.02,0.4471873470586667,0.0,0.0
114,"1.3017063, 103.88258737911555",0.002822751043137896,0.01237105205625349,0.0028997180596240686,0.009536725546833342,0.0,0.004065145125872778,0.005119567722359642,0.0,0.0,JALAN BATU,HDB 5 ROOM,https://www.99.co/singapore/sale/property/11-jalan-batu-hdb-EvFhz8ZdejUQVS6em4TNVz,62,138,995000,MARINE PARADE,0.05,0.02,0.10681495955408123,0.23101293821934527,23.1188262392172
115,"1.3036084, 103.85056942926195",0.009508059977083769,0.1753488816678293,0.03613865962822273,0.031287315240010743,0.005155800230913669,0.004011754408093974,0.007681677234288261,0.0383597293569004,0.004822752129249123,SELEGIE HOUSE,HDB 3 ROOM,https://www.srx.com.sg/listings/98135761/for-sale-selegie-house-rorchor-mrt-station-lasalle-college-tekka-market,50,58,880000,SELEGIE HOUSE,0.025,0.02,0.35731462987259194,0.0,0.0
116,"1.3037236, 103.78244529759806",0.014847376883673002,0.06919806197413768,0.005406981787663877,0.010464368619463045,0.0010347287782008108,0.0,0.0473548177254101,0.01588218162993371,0.014074577221624675,DOVER,HDB 3 ROOM,https://www.srx.com.sg/listings/100457801/for-sale-dover-road-dover-road,51,73,365000,QUEENSTOWN,0.035,0.02,0.2332630946201069,0.0,0.0
117,"1.3043464500000002, 103.79941551157862",0.002125133866215084,0.03861426274539489,0.002389886197073047,0.01563339268383255,0.0010087550529049457,0.006834370624620926,0.0077712127849733454,0.0,0.0,COMMONWEALTH CLOSE,HDB 3 ROOM,https://www.srx.com.sg/listings/100251921/for-sale-commonwealth-close-commonwealth-close,43,58,450000,QUEENSTOWN,0.025,0.01,0.1093770139550148,0.0,0.0
118,"1.3048348, 103.76111194318003",0.0024831005798692475,0.042129564124353536,0.006006093658721606,0.0,0.0010847861141810573,0.00400388592103046,0.016867725454917708,0.0,0.0,CLEMENTI WEST,HDB 3 ROOM,https://www.99.co/singapore/sale/property/711-clementi-west-street-2-hdb-5h7rB5RfBJa4EsjQxgPFxK,56,66,350000,CLEMENTI,0.03,0.02,0.12257515585307362,0.0,0.0
119,"1.3048546, 103.79922298162589",0.0022464289026635866,0.03961194744252409,0.0025713662562141487,0.014144329388030785,0.001010616054386084,0.006223801833337945,0.006968712050574749,0.0,0.0,COMMONWEALTH CLOSE,HDB 3 ROOM,https://www.srx.com.sg/listings/100268581/for-sale-commonwealth-close-commonwealth-close,43,58,592000,QUEENSTOWN,0.025,0.01,0.1077772019277314,0.0,0.0
120,"1.30534515, 103.86326966479035",0.00481477338852307,0.10555385272265629,0.008022552159001259,0.02493957967428253,0.0016986588703938926,0.0,0.0,0.0,0.0,NORTH BRIDGE,HDB 3 ROOM,https://www.srx.com.sg/listings/100658041/for-sale-north-bridge-road-north-bridge-road,55,60,515000,CENTRAL AREA,0.03,0.02,0.19502941681485703,0.0,0.0
121,"1.3053821, 103.78190340834242",0.034606195001059104,0.06942931754602268,0.005434639556815765,0.010411757298178212,0.0,0.0,0.03167961117515708,0.014522120124375778,0.011132909691375894,DOVER CRESCENT,HDB 4 ROOM,https://www.srx.com.sg/listings/100173501/for-sale-dover-crescent-dover-crescent,88,88,650000,QUEENSTOWN,0.04,0.025,0.2422165503929845,0.38913109327154427,31.122744311768535
